,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
011765,-130.90582,114.20062,32.657852,29.183727,11.3493185,16.529118,5.0543427,3.9020734,-0.45099714,1.889931,-1.7131728,-0.33649284,-0.832105,0.5937274,-3.5297592,4.358299,-1.0216862,4.74276,-0.62910587,0.46157718
011766,-144.48506,73.179184,23.121891,34.86153,0.6750475,11.03574,-7.8919864,8.620575,-1.5312814,5.654208,-2.3647454,9.073179,4.7739434,14.006109,5.8615904,7.8655915,0.64538586,6.3457212,4.6764274,7.2593927
011767,-127.61194,66.25303,40.79696,44.605206,5.1018524,29.162453,0.9812363,15.479579,2.5954483,9.180042,2.8881521,7.5584774,1.621005,5.8090544,-5.420421,3.2336457,-1.8541152,1.8605545,-1.1093687,0.4425415
011768,-244.83351,99.35449,-27.38887,28.561462,12.131929,1.4591748,4.336553,15.740533,2.6739106,-0.541143,-0.5333084,7.2280717,-4.983566,-6.9946837,-1.5855633,-1.6255093,-1.3224505,6.50886,6.710873,3.1332235
011769,-147.0731,64.65923,-7.3898497,40.55464,-2.028869,16.254246,6.0333724,14.392713,4.0865736,10.603053,-0.40725473,9.751468,3.1524277,11.834776,2.5741086,8.966828,1.9032356,6.782459,-2.6057892,-0.31403807
011770,-140.74565,80.90163,7.9352565,18.223608,1.9969951,9.451907,-1.3344961,10.227118,0.42334855,2.8105268,-4.7154293,0.3299521,-5.114108,-2.3104937,-9.462745,-2.4572055,-2.2267473,4.407944,-4.110326,-2.8326576
011771,-130.96733,57.58314,18.010069,12.84936,16.599932,23.750723,3.8881087,15.011634,4.4132924,8.772586,-1.2122546,9.148094,6.3178244,15.385213,7.7143435,9.959033,0.83479214,0.12719129,-5.8022084,3.2626493
011772,-117.031105,39.45287,23.675156,39.534073,-6.2101216,27.584003,-3.0127852,11.890332,4.7390833,5.6191745,-2.4033134,4.3076787,-6.3657737,5.925056,0.3286172,5.676499,-1.7024381,3.3540647,-4.223126,-2.9987602
011773,-166.3767,103.270744,11.276489,34.6534,0.6389862,16.972412,4.545674,10.605694,0.55024976,3.571614,1.2541946,7.3718843,3.4524844,5.41933,1.5630481,8.46759,2.677884,3.825437,1.8300743,4.8389606
011774,-124.59899,92.95298,11.599356,38.856956,8.090617,11.895807,2.7000403,9.605517,3.8237965,7.927988,5.5249996,6.1870785,1.4448546,4.72329,-0.21513934,5.0395436,0.61399037,1.8929002,-2.5619729,0.41737843
011775,-114.92049,72.2484,35.758373,14.581495,9.550887,19.698133,1.7342906,7.026087,-8.512886,2.515448,-5.2212634,-0.14146523,-2.239721,6.0357704,0.92105174,7.5620604,0.88088363,6.400123,0.6651106,6.4042287
011776,-152.02396,80.91083,37.82105,37.889935,4.5639315,15.731333,1.9114115,2.707918,-7.0714803,4.64407,0.991362,9.378926,7.8407726,12.647705,8.235405,13.630114,6.0774145,6.960314,0.58460164,1.2642928
011777,-77.56705,87.22807,-14.535443,31.438961,-1.2176743,-0.63506526,8.673503,20.40806,-2.581617,-1.721348,6.4773865,6.140385,2.6312609,7.582278,2.6896207,5.209858,0.47999173,4.5643606,1.3812281,7.3682237
011778,-117.247375,51.88717,0.2701345,40.647095,-0.41212603,14.92379,7.6743917,10.349547,4.9244933,7.693895,-1.3902787,5.7335587,0.4440576,5.643388,0.9397516,9.437716,2.5408993,6.4166303,-5.711757,-0.47977206
011779,-70.01044,70.82537,-41.675316,29.268515,10.222772,13.719295,-1.0306225,3.78179,5.8092523,9.956312,-0.7664447,9.432682,2.1618462,6.925247,-6.6879,2.471017,4.319224,5.335606,4.3565297,6.680179
011780,-143.0513,99.8205,16.304655,44.189644,-3.6699877,12.907763,-1.1050459,7.528355,1.6471297,8.578234,-0.91960746,5.457923,1.2981594,7.271368,1.6015167,4.207356,-1.6755706,-2.832806,-6.227174,0.83024514
011781,-189.42596,141.52287,-46.117413,42.42758,11.690121,24.541845,5.9538465,8.653513,8.360025,8.951734,11.734996,0.38483995,5.8804355,5.97421,-1.4471633,2.8346508,-2.1253936,0.9817033,0.70717007,-2.4238892
011782,-269.1957,98.93948,11.431187,20.025993,1.8692403,-4.2214065,-6.276807,-5.374897,-6.224219,-6.103045,-5.345851,-4.3480186,-1.3326299,0.7561801,-1.9122319,5.301885,-2.5249457,-2.7323089,-2.7909045,-5.5259767
011783,-127.0917,50.705875,14.750299,53.728188,3.1586118,14.238807,6.3581862,12.489319,2.623057,8.141344,-0.3966223,2.663609,-1.2576365,3.765696,3.6446347,9.227983,1.0371672,7.4604774,4.794101,9.05758
011784,-191.29561,89.25895,49.17737,58.729187,0.92581475,38.480804,4.468035,15.5419855,-0.49163252,6.8589764,-2.253705,5.862448,0.1909196,6.6138387,1.2452728,4.1668997,-2.3502834,0.52541244,-4.2969456,-0.6513848
011785,-170.93968,73.35405,54.766605,39.834827,-4.294177,15.932023,-1.6565048,0.75226295,9.323844,-5.4396415,7.2105856,3.1908603,3.0472558,2.610553,-3.391721,5.7243814,1.4465978,1.796841,8.148549,4.6159453
011786,-187.94958,102.871574,20.248352,29.56537,17.062607,20.109245,5.6817026,14.600819,1.8480451,15.605458,-3.507074,9.15272,3.558329,13.714045,-8.956603,12.319687,7.8340054,10.658766,3.0414736,3.2857456
011787,-211.30597,114.99303,1.7769176,29.053528,12.910249,15.486432,5.989801,15.065506,2.9243436,1.9729036,10.043525,15.310676,1.383172,0.54886174,5.440733,2.2441003,2.7183619,9.360211,4.1923566,2.4555328
011788,-212.79016,97.95244,35.42641,34.815186,21.976515,14.26163,6.1645885,6.507095,1.5254635,7.830708,7.712269,10.845465,3.0146632,8.274547,-0.9513981,3.6467955,-2.6328344,0.1196758,-0.2780728,3.4916823
011789,-88.83756,65.86371,7.7899036,30.446516,-2.4113922,6.750504,-5.003323,13.923158,5.9185824,7.981474,6.3841505,9.834998,3.0416186,3.8027053,1.4851587,5.4938836,1.9828041,5.3342295,2.1262562,7.339199
011790,-242.343,79.52911,-2.223183,53.601128,28.468548,24.412367,2.1931977,18.161776,19.049648,23.149807,2.0534537,2.7734199,12.802228,9.080036,2.7902336,4.379408,6.7292647,13.969133,-2.5244737,-1.1421137
011791,-154.2951,42.25094,49.02183,35.319973,18.464447,19.951466,-4.2351546,4.0742617,4.1066604,7.900244,4.0383935,12.246728,5.730642,8.273672,-0.375633,16.724867,-1.9524777,8.6446295,0.64769506,2.4151866
011792,-113.71208,91.637764,16.368774,20.348284,-0.5745551,16.227629,1.2564452,13.645912,1.8561356,-0.89013773,0.991912,8.082886,5.154853,8.883922,-1.6600593,8.562963,3.1018088,3.9971836,-0.044678867,8.453579
011793,-146.5077,67.330986,15.176615,21.083826,7.1820235,12.311626,-3.798806,6.7999635,1.0499892,10.689789,6.3441005,10.966282,6.857727,12.324322,8.315341,11.517252,5.5008273,5.990108,0.72143495,2.8549216
011794,-153.5489,48.660988,30.46325,24.518341,22.40847,11.471861,10.897087,3.6935205,2.259079,2.2548409,0.04207895,2.3806667,-2.0988057,3.7909653,-0.10882875,7.33048,1.4512178,6.729382,2.24366,4.069527
011795,-188.37544,116.299934,51.05449,41.98267,4.20553,13.235687,-0.0099999,6.881264,-2.2556324,2.5513954,0.10942221,3.4531045,-0.5805876,2.4095767,0.93695056,5.690088,0.7309415,3.1035886,2.0123918,6.203891
011803,-68.676216,51.077473,14.147539,22.45159,12.789383,9.230706,3.587192,13.329216,-2.9579465,7.0183215,-1.9076003,9.266621,0.16082646,12.516604,7.266348,6.9401593,-0.36946708,3.8720825,-5.1132503,1.2172594
011818,-66.59,59.864193,23.967583,22.497374,11.8057165,9.60475,7.3865757,11.2156315,3.0010648,4.748157,-0.33381185,3.3868315,0.15360615,4.4224033,0.25328866,6.4747953,-1.7175925,4.3877296,-1.224957,1.0895804
011839,-93.64611,104.633736,5.12346,37.492695,10.052266,12.16535,-2.4328847,0.56890684,3.7561843,-1.9846194,0.2149624,-1.0064315,-2.6462252,-2.8561633,-3.519891,0.37496018,-3.3134365,0.6237709,-0.98647535,-1.449461
011861,-27.409208,70.57581,38.627598,15.99159,20.29607,11.430066,0.19105338,11.349904,-2.2680101,0.41541323,6.3992014,-4.5234737,-2.8182163,10.590908,-4.723318,8.382843,2.8619082,-1.1134611,4.180704,2.2931237
011862,-29.824652,103.31601,2.9794059,18.033836,13.737741,13.154016,-1.901917,10.177225,-1.377027,4.0205493,8.727713,-0.115695424,3.191211,10.953527,-7.5368395,6.6102023,6.2251153,-3.9148045,4.3991537,3.212374
011867,-9.357215,89.73694,12.890664,27.10422,14.026978,12.759925,2.4345827,10.61128,1.2390665,5.8679953,7.832163,1.1054229,3.3569705,11.845456,-4.165378,6.5730386,3.3494406,-2.2135136,1.3170955,3.5424528
011868,-55.00392,83.06916,13.236266,32.61939,10.986679,19.967854,-5.1118045,6.0536094,-4.5657287,4.5492883,1.1624329,-5.1194806,-3.8091724,5.1894107,-7.389538,2.4698086,-0.33545065,-4.4543343,-1.1395515,-0.5173192
011916,-103.91287,72.75725,12.902144,24.604383,8.847093,15.880749,8.819639,15.087078,4.0306644,12.209136,2.6876302,2.7952936,-0.5716835,4.6449027,0.9416539,7.433736,1.3801671,4.246577,0.53749424,4.6544495
011917,-99.870285,77.2749,43.54806,15.667577,13.961093,10.249051,5.6059613,15.744812,-3.250612,11.77304,0.9098295,5.2675242,6.412297,3.2966151,1.694284,4.533921,0.7542084,3.3572137,-0.09110606,2.188468
011918,-126.44238,70.945564,36.250946,41.740906,17.51225,20.998539,15.125429,23.526525,2.6270218,13.252908,3.5848374,6.449735,4.7908635,6.6875377,4.4015694,6.8168383,4.2388725,10.181512,5.4992657,9.248727
011919,-61.423954,61.76316,16.755835,30.066772,17.925192,17.25923,8.300635,14.396681,1.7152046,12.712544,5.5919375,8.043109,3.4158156,7.5752053,1.115197,3.6830478,-2.0070534,1.6785886,-0.06198403,4.4879746
011920,-105.41579,63.252995,19.81478,21.532513,15.404803,13.135375,16.858578,16.684826,2.4232135,13.585878,-1.3378905,6.423126,4.097465,7.22657,3.7962508,5.82157,0.06567307,3.6331,1.1349734,3.6506298
011921,-160.26106,96.8376,15.04657,39.49603,5.0097523,12.352868,0.9450255,8.988704,-5.6529627,5.4677954,0.8171199,7.7839737,5.430479,7.7288857,-2.6887083,1.7056006,-4.8064947,3.8047872,-0.52220434,-0.6599449
011922,-97.21256,78.61173,12.246286,21.129393,10.442491,6.7650976,5.013582,19.466484,2.1786978,-1.315655,0.30048838,4.7317944,-1.6885821,1.3482956,-1.6599383,1.6841661,-1.6308651,-0.4537616,-1.103578,-1.8833176
011933,-122.44777,74.007034,-5.1300693,41.57377,10.043414,0.3979392,4.352365,8.11994,-1.0828537,3.8639498,-2.447019,7.227473,-3.4614234,-0.43160173,-2.3385947,2.1904953,-2.0413291,-0.3602061,-0.12649193,2.4673376
011937,-192.04836,64.484955,0.29622295,11.538714,8.888084,3.684602,-4.929056,4.197125,-8.130622,0.24574068,-4.962691,0.81680185,-2.8037488,1.6544114,-1.1378989,2.894188,-1.9590253,3.8522267,0.8165391,1.2627382
011942,-98.6193,29.174507,-16.11362,37.4711,4.9132824,19.656895,3.1705427,18.025158,3.089554,9.611535,-0.94252086,4.6793866,-2.629961,2.5447104,-4.0848303,-1.9418088,-1.3995061,4.205092,-5.3777294,3.8390439
011946,-45.952988,90.44419,-24.29421,31.055218,-7.191645,13.331685,-20.514137,-5.4674745,-7.7010612,-6.873893,-8.360787,0.28177226,-7.446253,-1.375089,-8.601114,-3.9055035,-7.6531115,-4.23799,-8.961339,-4.0115533
011947,-201.65161,73.20841,-4.3958216,19.432526,7.330179,15.366154,7.146842,13.202738,10.742228,9.697004,8.57008,9.265985,5.4508867,10.034164,6.1826234,6.55597,6.756972,8.392454,2.7243133,3.7834113
011951,-149.0854,118.548584,44.56091,11.8460045,9.962584,3.853937,7.7225685,-5.8070226,-4.599947,8.453128,5.682148,-0.5551349,0.73947304,6.396553,9.424486,1.7523328,-5.650821,-8.10887,-11.227641,-3.653211
012045,-60.220516,163.8963,-24.5859,1.7209452,-23.811747,0.032789897,-15.372556,-10.00316,-15.977819,-2.6218593,-5.747168,4.8193345,-1.7665515,1.8622879,-6.658256,-8.818473,-11.469814,-10.406167,-7.4856014,-2.846142
012046,-64.71283,155.39024,-9.254408,4.3322687,4.6004267,11.927978,0.029091407,0.7075528,-3.3095627,-7.5761886,-3.4491434,-11.003074,-8.021663,-6.880661,-9.631373,-3.6205661,1.2508262,4.1721992,-7.739539,-4.7290583
012047,-227.03812,136.674,-47.836967,-30.601349,-18.623795,-14.940591,-18.987413,-7.7128572,-11.920648,-6.263141,-23.081898,-19.940775,-17.142305,-4.761395,-5.105455,-0.4869072,-2.5687714,-5.237075,-13.245649,-12.69406
012048,-148.92073,165.32483,-2.9434254,9.220016,-3.462721,7.140776,-5.476583,-1.2827413,-2.191404,1.7204354,-13.575422,-5.2312126,-18.711573,-3.0352292,-7.437743,-9.381454,-2.8675728,0.08241889,-7.3974237,-4.0611105
012049,-182.22064,177.47629,-68.37825,18.498898,-27.366829,-0.94330007,-14.357722,-9.346378,-0.19166328,-3.618951,-2.296243,-10.407404,-11.794995,3.3715987,-3.9725935,-4.080444,-9.0755625,-11.647705,-4.806186,-0.83192384
012050,-62.167114,159.28436,-16.826551,8.679985,3.5528128,6.8540955,-3.9628558,4.0811496,4.5971413,-4.5616803,3.773808,-9.126875,-4.575313,1.3633182,-3.7060494,-4.748826,2.6417036,4.728836,-2.3561356,0.6063072
012051,-211.5437,159.182,-19.242496,-26.483644,-36.285545,-11.428523,-10.57134,-18.387465,-26.817503,-12.3702755,-18.266287,-11.022405,-10.619371,-8.024092,-10.404781,-5.8971777,-9.180464,-5.6343417,-7.6257906,-5.3632154
012052,-130.67653,160.84908,-19.207657,22.696653,2.2665637,11.15721,-3.5510044,-9.667192,-7.920264,-11.066342,-8.548376,-6.383874,-12.76853,-3.236358,-10.540234,-13.01588,-8.180017,-2.5303237,-3.335392,-0.94913703
012053,-187.7955,152.59106,-0.101478726,0.55870324,-5.0028343,-7.3646574,-15.493552,-3.5500886,-14.967201,-4.979656,-15.657109,-10.626303,-17.113087,-14.7919855,-8.278399,-4.6137447,-4.619679,8.165959,7.706252,9.059217
012058,-114.375656,173.79012,-49.854687,21.395075,-26.594435,-6.299858,-9.17002,-11.707913,-19.180437,-5.9361386,-13.625957,2.2826931,6.2239146,6.8781633,-0.8492912,-4.8578506,-6.179392,-6.226151,4.5530386,1.0907409
012059,-110.220116,128.90248,6.2775917,9.778852,-4.179469,10.800973,-4.2214975,1.4818027,-5.373369,-4.2949038,-6.074784,-8.230067,-13.517803,-7.597694,-10.359388,-8.097756,-7.599287,-4.646789,-5.471361,3.0763543
012060,-70.97251,154.56044,-7.623192,1.6679212,-10.904514,4.3424706,-14.289972,1.2271442,-4.17288,-1.7879207,-1.0913352,-3.9319324,-2.1203713,-1.174324,-2.5923483,2.7745152,0.2180968,8.144279,1.9698927,3.589208
012061,-150.94489,163.35864,-22.11286,13.772256,-5.6307144,3.8071504,-14.341887,-9.41474,-14.08919,-6.5166855,-13.0773535,-9.468568,-10.54916,-2.1917346,-8.715901,-5.1009126,-6.4374976,-3.7400293,-8.125326,-3.7470808
012062,-78.54934,170.69049,-26.630077,12.280194,4.236922,1.0662423,2.496563,-0.2898195,-1.4531591,-0.29875457,-2.368498,0.0785691,-8.221756,-1.7639703,-4.2135143,-0.51746327,-1.895413,2.4075882,-2.4342587,2.6410153
012064,-96.19468,154.78343,-10.066879,25.531868,-0.8787463,16.13332,3.0896068,5.303978,-4.60368,0.06707239,-8.070014,-2.9721813,-9.987235,-5.8663898,-7.678959,-4.664536,-3.4628751,-0.44807947,-6.807739,-3.1697054
012065,-66.16318,155.90103,-4.1225886,17.008808,-3.007775,8.721546,-9.36267,3.598103,-2.2884076,-3.286901,-2.862908,-3.0125704,-7.708754,-5.0227213,-9.956081,-6.4259744,-1.4853141,-1.7951477,-4.4204836,-3.0110707
012066,-245.65851,138.77411,-11.359441,9.434426,-0.12409946,1.9455067,0.17413221,-6.0065565,-13.4640875,-7.721068,-10.142846,-0.051871113,-13.833305,-3.365295,-3.1476455,-8.784813,-10.10532,-1.0235101,1.6747605,0.2979499
012067,-136.32184,203.79979,-21.581532,-3.2045848,-7.682335,-10.620791,-12.910005,-12.410931,-14.719833,-7.994929,-8.885909,-4.689643,-10.425263,-5.1586633,-13.6453085,-16.361835,-15.511238,-12.759061,-8.38848,0.91994333
012109,-190.18913,24.897463,6.6697016,37.667118,-22.305126,11.338591,-26.513727,-1.676035,-25.864536,-10.081846,-18.404465,-9.368056,-16.681515,-2.9525933,-7.367953,-1.7788934,-7.1777844,-8.51344,-7.8834734,1.139586
012146,9.732499,95.899574,-10.327727,45.89558,12.823575,-0.5433374,3.4847376,4.2214017,-0.8665322,7.691269,-0.9489735,2.4762733,-2.97984,3.6199517,-4.636649,-2.0810752,-5.5984693,-2.024151,-2.035636,-0.9894195
012147,-12.389257,36.32405,11.388355,40.747746,9.607282,13.419055,11.697177,13.308266,3.4782853,13.775839,7.1541777,3.8914747,-2.3479404,2.157536,-0.4500776,1.2919002,-3.5155163,1.7429953,-2.854775,-1.9870698
012173,-157.42401,79.215126,22.153927,25.832905,14.8096285,7.874773,0.42044353,7.716538,-5.9078894,8.409308,2.2995148,3.4347556,1.4558315,1.0791672,-0.6754108,2.7905145,-1.2915666,2.1525798,-1.6765307,-0.19533923
012174,-136.96152,43.22167,-17.965807,55.95085,7.9352975,8.662404,-5.141604,12.573538,1.7399185,5.618121,-4.810572,4.7387686,-4.6315217,0.86673385,-1.096277,1.034671,-7.0084705,1.0426948,-0.69510955,-1.1666374
012179,-278.39532,134.65898,33.462337,25.676044,9.654133,12.835258,5.270108,6.77117,2.02894,7.5564456,4.8517823,4.287847,-3.039853,-1.5816969,-5.3593936,-0.8896379,-1.4504268,4.6178427,3.7019355,1.7097996
012188,-233.80632,58.531208,-17.353233,28.242605,3.9593096,18.49345,-1.1733153,7.800851,7.797355,4.347803,-1.3836793,8.519306,-7.562198,-2.503067,-6.7044654,-0.41900772,-2.6793709,4.055904,0.76107055,0.500506
012189,-162.04207,93.60866,-3.068409,16.9047,4.3920584,11.010348,-3.791364,12.360795,-1.0845705,14.633145,1.8330537,8.992657,-2.2111483,6.3088017,1.1486541,8.0276165,2.301014,5.7950416,-1.4047881,0.45943913
012346,-229.21312,166.54909,-42.626198,52.557354,-5.755303,-13.364583,-23.220945,-6.8547187,-8.586659,-26.72601,3.0097318,-9.6652975,-10.731313,-3.8777313,-11.891991,-5.125121,-6.572566,-5.860843,-4.4630203,-4.1095495
012348,-58.185856,94.46347,4.5072937,27.978813,-15.936816,7.874087,-4.9606605,-1.0179423,-5.049584,-3.095164,-8.87899,2.5912004,-3.2638745,2.1718597,-2.3931603,4.7048187,-1.4657187,0.9600161,-4.2817173,-2.2659137
012349,-28.841387,86.63938,-17.952433,33.124226,0.55738115,15.300706,6.5252695,5.913838,-6.786223,1.7961749,-0.1904021,0.7631119,0.5672066,-1.7989298,-6.8901706,-2.1305,-6.0409813,-0.014563267,-1.3039138,2.540372
012350,-84.15822,125.25006,-20.638353,5.425891,-1.0682805,5.3793464,-5.1944723,0.43187514,-5.271559,2.3777034,-6.1376057,-3.1374495,-2.4416842,-1.9520612,-9.590902,0.3246586,-6.574719,7.2515173,1.6398124,1.9735868
012351,-215.61873,156.18376,-15.79504,12.274444,21.973387,-17.444582,-1.3587005,-5.209175,-8.956466,4.827199,-10.526404,-4.909133,0.7382313,-6.3237934,-13.144822,0.09306779,-8.060435,1.3828999,-10.341952,0.8180602
012352,-147.64906,127.550514,-13.882136,41.03901,-4.325216,5.7392497,1.7277567,4.601049,-8.658694,-5.5524993,-10.457664,-2.599492,-5.7603903,-3.7525342,-6.431603,-2.511903,-9.897583,-5.440148,-7.5837603,-1.2859507
012353,-94.88093,123.60025,-22.83428,46.31702,-10.642737,16.97331,-7.321173,-5.44509,-3.7990508,-7.9106693,-11.67048,-0.8789992,-3.450407,-5.284231,-7.3254504,2.9356422,-10.625233,-4.108282,-3.7896206,-2.4028177
012355,-299.4528,170.7644,-16.587492,15.223373,-9.560429,-23.944601,-13.08804,-1.2959268,-9.175686,-5.0577183,0.23351076,2.6117437,8.521135,11.601741,-2.1427884,0.23218821,1.7518744,-8.001222,-3.627171,-9.266708
012376,-113.56008,66.5144,-5.1834044,19.89365,2.582283,25.116943,2.612169,4.677251,-8.638525,8.4441595,2.17387,5.2136188,-2.5351393,-2.915843,-5.0144987,-5.6807384,-3.2916431,-1.5076371,-1.3911955,-0.8980601
012387,-202.90442,135.27634,-0.41206482,28.060246,17.924313,7.070005,0.3170318,12.118095,4.8302555,8.104663,5.74897,-3.3194497,-9.1972275,-5.1652627,-5.5569854,-1.8576651,-2.7661061,0.8437201,-9.495217,-2.6852856
012390,-191.36504,74.36325,29.281504,26.16492,19.410612,10.055854,9.22219,12.084812,3.419446,11.406874,4.8562994,3.6168363,-3.484489,0.037977558,-0.7875954,2.1202176,-2.6181672,6.036158,0.6776634,2.3060558
012394,-175.23306,130.40436,-13.1670685,25.8091,-3.7372224,9.3381405,1.806378,4.5725203,-7.9523273,-6.566071,-11.176451,-7.370782,-5.083903,-2.8526871,-3.3040419,-7.036111,-6.9382415,-3.2478187,-11.037228,-2.8619597
012481,-137.88194,124.04785,-6.885997,33.687645,-5.858568,13.489805,-11.548143,-2.7893333,-15.174567,-0.21660079,-15.593297,-5.4809694,-12.196512,-4.286442,-7.9937396,0.20717607,-0.5514677,4.910326,0.046098016,3.3198662
012482,-131.47733,123.30482,-10.888606,31.039165,-0.18928044,14.133426,2.0659542,-16.464727,-3.698332,-6.261434,-22.693008,-10.80232,-4.874156,-3.7986226,-20.197872,-5.9646573,-17.407377,-2.1343217,-0.1718159,-6.852825
012484,-96.1114,144.75735,-12.475383,32.87383,-3.6679907,6.3903565,-4.1257343,-6.528658,-12.838346,-6.0264606,-15.7578125,-0.81778204,-16.378534,-1.6097152,-12.586866,-6.212767,-7.050705,-5.3705983,-3.600546,0.2695027
012485,-90.954926,126.402695,-64.852,20.781889,-6.5632815,-3.1754336,-12.9010725,-4.1233406,-1.001818,-5.291695,-9.302429,-2.2266872,-12.327495,-6.2156873,-11.079761,2.0490344,-6.4438887,-0.3833661,-1.2277609,-6.7928514
012486,-200.2648,194.3218,-18.048065,32.032738,4.3968925,4.77345,-2.1548347,-2.9952364,-6.171477,-2.8041334,-17.092888,-14.464351,-9.892578,-7.0550666,-11.883225,-8.376823,-5.0871606,-7.82981,-4.1148458,-4.749701
012487,-129.8128,159.94612,-16.556242,34.95356,1.5101192,4.609979,-0.7128138,0.30408177,-1.9106357,2.7260575,-3.788386,9.361192,1.5301557,0.14673005,-8.324144,-6.0522504,-7.485411,-3.233919,-7.463642,-7.2502394
012488,-159.61768,124.730865,28.590452,21.159025,2.9438245,7.6427603,-3.1751122,-3.284373,-6.4516063,-8.333577,-15.006551,-9.885955,-20.485073,-10.929222,-12.46465,-4.834054,-8.917695,2.2209597,-2.0501447,-0.75130945
012489,-114.93353,140.06265,-37.671143,48.316883,8.260315,15.575955,1.273019,0.82688916,0.6227503,-1.9867374,-7.9820437,-0.88742924,-8.274394,0.5794402,-5.750915,3.9491491,-4.601706,1.0580788,-2.1351101,-9.004823
012490,-104.86135,145.20222,-32.635628,27.370037,-19.129913,5.9260745,4.924343,-4.9278603,-11.219718,1.3615894,-12.364336,2.5938456,2.6682854,-2.2377763,1.4032232,-1.5047065,-6.4073205,-1.835694,-9.033895,-2.2868109
012508,-116.46914,161.85643,-42.52656,40.369747,-8.351049,13.442827,2.2114763,-1.6757007,4.45633,-16.206514,-17.62938,0.49790475,-13.804442,-8.831597,-4.7640624,2.878805,-3.7989118,-2.7559066,0.14993936,-4.644821
012513,-67.73908,157.87881,-41.275085,25.65772,7.139289,26.292053,1.6066484,0.48826623,-0.59689873,2.8781035,-5.792131,1.5863436,-4.7181754,3.473874,-14.876293,-3.0936182,-4.394418,0.7409173,-3.7586706,5.5862126
012514,-73.27052,152.51907,-48.762535,32.933594,-22.390944,19.280565,1.8390626,-1.7771248,-6.2589984,-5.0704656,-17.729834,-3.786884,-7.99927,1.9619712,-12.044715,-9.967868,-9.198029,-9.799866,-10.173524,1.9228142
012518,-161.7472,99.907486,4.923832,18.902895,13.177069,8.210826,4.7608643,9.057803,2.7628493,11.404152,5.6206193,10.351968,1.8802196,4.3109946,-1.0471729,1.5843878,-1.382017,2.5175211,-0.26339787,2.6520944
012521,-115.674385,72.32041,5.4300203,32.77306,-5.4691157,17.647396,-6.979597,3.8399653,-8.36423,6.5110965,-6.874349,4.087768,-3.8344572,6.511832,2.1113968,6.694258,0.27478284,5.0505443,-0.20159355,5.987199
012526,-138.7497,78.21748,14.609854,20.907993,13.607569,11.704144,3.2180483,3.4071226,-4.3880405,7.4235563,0.6197589,2.0173128,-4.7693253,-1.4287087,-2.4670541,-0.41552866,-0.74438316,4.389496,-5.5253606,-1.2501869
012527,-207.21957,143.80028,-6.9331717,32.314327,13.66599,9.177303,7.8634706,2.7669334,-0.29272422,5.010535,-7.0288644,6.199982,-1.7278919,2.712899,-8.837672,-0.31849363,-4.9049973,-1.1974514,-0.26142448,3.369759
012530,-121.72364,113.2762,-22.770266,23.33401,12.340432,14.045716,8.780197,0.8309858,-2.9312541,3.07495,-3.1318521,5.457243,0.49607825,-2.3614347,-2.8722901,-1.3221215,-7.7024913,-4.1230636,-7.2503185,-2.5591125
012531,-145.78195,85.27312,9.859293,13.260123,12.826387,-5.8759513,2.2667673,6.9855304,-11.744786,10.409364,-7.9092803,2.2600138,-0.40635508,-1.4768823,-0.038607072,2.3039727,-6.083184,2.4161797,-4.407841,-4.192116
012532,-164.46034,107.43628,2.8030238,35.08997,-4.6398344,8.34196,-5.867366,5.282499,-2.783844,7.7954407,2.0934844,1.4415787,-1.4254249,4.1613603,-1.3737811,3.2503343,-0.046286043,-0.60024875,2.8715937,5.239642
012537,-149.16623,116.952065,6.8876824,20.64201,-1.9760927,2.01239,13.015474,3.7983303,2.915716,5.640882,-0.9320641,0.5670743,0.025210494,7.470605,0.7507483,6.2085204,3.627517,1.2652338,-1.7059684,4.125188
012551,-190.96484,159.58324,-25.155767,42.004326,13.4539585,0.08083106,-11.910809,4.0018635,7.8374324,7.024616,4.066551,5.512818,-3.3094585,5.2511773,-3.8983068,0.5078366,-2.0699198,2.0136445,-2.5892725,-0.31914243
012552,-154.68594,135.4245,-24.130468,32.16207,1.0556415,14.849045,-4.4622912,9.380349,3.3185189,5.572913,-3.9164085,7.5019054,-5.364379,0.20004767,-6.149277,-3.6929154,-5.865758,3.5078652,-9.2040415,-8.395824
012654,-18.405237,79.42543,-15.6317425,31.933912,2.8556135,18.339514,1.3220378,9.674733,0.32217023,3.9648626,-4.598764,0.45404303,-3.4507773,-1.7612733,-4.2272,-2.325673,-7.7611327,-3.1511033,-8.063421,-5.3707533
012690,-130.52835,109.55549,-5.6799755,6.0918937,-0.10222582,3.2387333,-10.378966,0.17668757,-7.259676,0.5914606,-7.9735174,1.6021831,-4.144223,0.9101393,-5.864444,-0.6853387,-2.4771001,2.4822965,-4.594994,-0.43856558
012691,-116.05006,100.57637,-55.798065,24.271105,1.4375104,13.279744,-1.0085397,7.12983,-3.182806,-0.9040716,-2.228119,2.7618613,-7.5972033,-4.222346,-1.5364166,3.9354925,-0.68943954,5.720099,-3.646344,-2.2364168
012692,-114.09757,99.38774,-19.159214,5.6507626,-15.49017,7.6972203,-20.299438,6.7049007,-2.944975,1.8657582,-8.524102,-1.4988195,-7.5946913,-0.022442633,-6.5871873,-2.8302598,-6.6274457,2.5897381,-6.7200923,-1.7166766
